Loan Ids,Good/Bad Loan,Covid_Period(Default),RECOMENDED_LOAN_AMT,INTEREST_RATE,TENOR,TOTAL_COLLATERAL_VALUE,REC_BASIS,FRESH_TOPUP,PRODUCT,CONSTITUTION,SOURCE_BRANCH,APPLICANT_STATE,APPLICANT_CITY,COBORROWER1_DESIGNATION,COBORROWER2_DESIGNATION,COBORROWER1_CIBILSCORE,COBORROWER2_CIBILSCORE,LOCALITY,Years of Operation,TOTAL_INCOME
sdv-id-EhydWG,Bad,No,1404922,14,52,,Finance Ledgers,Top Up,Secured,Society,O,Georgia,Lake James,Managing Director,President,482,862,URBAN,15,17443805
sdv-id-BSdytt,Bad,Yes,2447690,14,50,,Cashflows,Fresh,Others,Society,F,Maryland,New Susan,Chairman,Managing Director,866,862,RURAL,14,9433744
sdv-id-PCluja,Bad,Yes,240935,14,39,,Finance Audits,Fresh,Unsecured,Society,R,Wyoming,West Shannon,,Member,523,862,SEMIU,28,1834279
sdv-id-pCMdRF,Bad,No,354014,14,48,,Finance Ledgers,Fresh,Others,Trust,T,Florida,Wattsview,Trustee,Treasurer,866,862,RURAL,4,22584553
sdv-id-lHuapy,Bad,No,3147396,14,55,,Cashflows,Top Up,Others,Trust,O,Connecticut,Ramosview,Correspondent,Treasurer,866,568,SEMIU,6,13943879
sdv-id-wNMtkO,Good,No,1980071,14,46,15272569.23,Cashflows,Fresh,Unsecured,Trust,O,Kentucky,Davidville,President,Correspondent,866,,RURAL,9,14221891
sdv-id-VnrjOO,Bad,No,6355635,14,67,,Finance Ledgers,Fresh,Others,Society,E,Wyoming,West Christophershire,President,President,866,862,SEMIU,7,24016432
sdv-id-LCFnTL,Good,No,9746514,14,90,20998528.87,Finance Ledgers,Fresh,Others,Trust,P,Virginia,West Patricialand,Chairman,President,866,862,SEMIU,8,22411426
sdv-id-zFFAfr,Good,No,608566,14,42,16468662.73,Finance Audits,Fresh,Unsecured,Trust,W,Maine,Chloeport,Secretary,President,866,862,URBAN,12,17206461
sdv-id-ofTpgX,Good,No,12220694,14,66,,Finance Ledgers,Fresh,Others,Society,O,New Jersey,West Brandon,Correspondent,Secretary,866,862,RURAL,8,9752080
sdv-id-wmeenj,Good,No,13585,14,13,,Cashflows,Fresh,Others,Society,],Wyoming,Michaelfurt,Correspondent,President,550,858,SEMIU,1,5378416
sdv-id-XUJwJI,Good,Yes,116366,14,45,,Cashflows,Fresh,Others,Society,L,Georgia,Oscarbury,Secretary,Managing Director,866,862,SEMIU,6,5030367
sdv-id-BCwPoX,Bad,Yes,601444,14,39,37504690.64,Cashflows,Fresh,Unsecured,Society,B,Nevada,Williamsview,President,Member,843,643,SEMIU,1,8823403
sdv-id-zpQDff,Good,Yes,3493037,14,62,,Cashflows,Fresh,Unsecured,Society,V,Louisiana,West Scottville,Secretary,Treasurer,866,862,RURAL,21,5019359
sdv-id-SwmPVp,Good,No,13752,14,35,15821741.93,Cashflows,Fresh,Others,Trust,A,New Mexico,South Timothy,Director,Managing Director,859,-1,SEMIU,5,2041733
sdv-id-UmXtlq,Good,No,1175761,14,59,,Finance Ledgers,Fresh,Unsecured,Society,_,Utah,Walterborough,Secretary,Secretary,866,862,URBAN,13,7032248
sdv-id-rwxMij,Good,No,8246492,14,79,51051477.32,Finance Ledgers,Fresh,Unsecured,Trust,F,Indiana,Burnschester,Secretary,Director,866,862,RURAL,12,21084819
sdv-id-qJQkpw,Good,No,5174803,14,63,,Finance Ledgers,Fresh,Unsecured,Trust,\,Alaska,Masonborough,President,President,866,862,URBAN,13,33969142
sdv-id-tGErtb,Bad,Yes,214548,14,49,,Cashflows,Fresh,Others,Society,K,Louisiana,Mullinsville,Chairman,Member,856,703,RURAL,15,3247563
sdv-id-fgOLIs,Bad,No,3346561,14,89,,Cashflows,Top Up,Others,Society,^,Wisconsin,West Nicholasburgh,Secretary,Treasurer,866,862,SEMIU,21,6756822
sdv-id-tpfOSV,Bad,Yes,454415,14,47,40033138.88,Cashflows,Fresh,Unsecured,Trust,E,Kentucky,Wolfside,Secretary,Secretary,866,862,RURAL,6,3308715
sdv-id-MYPkzF,Good,Yes,6084667,14,77,,Finance Ledgers,Fresh,Unsecured,Society,K,Michigan,East Michaelburgh,Secretary,Secretary,866,854,SEMIU,3,13267655
sdv-id-zHoZCd,Good,Yes,416969,14,36,,Finance Audits,Top Up,Secured,Trust,S,Colorado,Port Beverlyfurt,Secretary,Trustee,866,862,RURAL,3,6136741
sdv-id-xjIIjr,Bad,Yes,24134,14,46,16718706.82,Cashflows,Fresh,Unsecured,Society,_,North Carolina,Coleport,Managing Director,Director,866,-1,RURAL,8,1847612
sdv-id-yknTjp,Good,No,14666,14,54,9088179.397,Cashflows,Fresh,Unsecured,Society,K,Rhode Island,Lake Darrenport,Secretary,Secretary,866,862,URBAN,15,1551140
sdv-id-nNXlch,Good,No,2908589,14,86,,Cashflows,Fresh,Others,Trust,O,North Dakota,East Stephanie,Others,Vice President,866,862,RURAL,25,24009948
sdv-id-hQsPiy,Bad,Yes,828405,14,48,,Finance Ledgers,Fresh,Others,Society,Y,Wisconsin,Mccallhaven,Secretary,Secretary,805,862,RURAL,9,13881641
sdv-id-YrVsdE,Bad,Yes,253005,14,76,,Cashflows,Fresh,Unsecured,Society,Z,Idaho,East Dylan,Secretary,Secretary,866,-1,SEMIU,13,503227
sdv-id-dawEfW,Good,No,920273,14,59,23669151.52,Finance Ledgers,Fresh,Unsecured,Society,[,Kentucky,Ramosshire,Secretary,Managing Trustee,866,484,URBAN,25,2744015
sdv-id-BjFWgP,Good,No,114418,14,23,,Finance Ledgers,Fresh,Unsecured,Society,C,Montana,Madisonfort,Managing Director,Treasurer,642,-1,URBAN,8,8278519
sdv-id-qXgwZN,Bad,No,7402645,14,79,,Finance Ledgers,Fresh,Secured,Society,E,Missouri,West Eric,Secretary,Secretary,747,862,SEMIU,7,48190146
sdv-id-TpsTZE,Good,No,1893643,14,54,28493932.4,Cashflows,Fresh,Others,Society,O,Tennessee,North Marie,Secretary,Secretary,866,862,SEMIU,19,19318147
sdv-id-bmsJqo,Bad,No,8858,14,36,16140140.79,Cashflows,Fresh,Secured,Society,S,West Virginia,Michaelmouth,Secretary,Member,866,-1,SEMIU,11,182697
sdv-id-FAvWIO,Bad,Yes,749160,14,62,,Finance Ledgers,Fresh,Others,Society,`,Oklahoma,South Taylor,Secretary,Treasurer,-1,409,URBAN,13,3025036
sdv-id-NvSYvN,Good,No,148348,14,54,,Finance Ledgers,Fresh,Others,Society,_,Pennsylvania,New William,Secretary,Trustee,866,850,RURAL,35,969654
sdv-id-vgdhwt,Bad,No,26281,14,21,,Cashflows,Fresh,Unsecured,Society,A,Virginia,West Elizabethport,Managing Director,Managing Director,866,-1,URBAN,8,326690
sdv-id-UzbdZt,Good,Yes,25123374,14,115,,Cashflows,Fresh,Others,Trust,F,New Mexico,Laraburgh,Managing Director,Member,42,862,SEMIU,6,17476244
sdv-id-nDLXUD,Good,Yes,7920987,14,63,,Finance Audits,Top Up,Others,Trust,R,Alabama,New Valerie,Secretary,President,866,-1,RURAL,14,77525849
sdv-id-muEbFT,Bad,Yes,586521,14,33,,Finance Ledgers,Fresh,Others,Society,C,Louisiana,Carlosfurt,Secretary,President,856,139,URBAN,5,3215080
sdv-id-qalGrx,Good,Yes,10722,14,46,,Cashflows,Fresh,Unsecured,Trust,G,New Hampshire,Kristaview,President,Trustee,866,862,RURAL,21,334363
sdv-id-nNvItO,Good,No,2050123,14,87,,Cashflows,Fresh,Unsecured,Society,B,Kansas,New Stephen,Correspondent,Others,866,632,URBAN,26,3089946
sdv-id-kNtjSs,Bad,Yes,469105,14,25,,Cashflows,Top Up,Others,Society,G,Idaho,Lake Kimberlybury,Secretary,Managing Director,-1,1,RURAL,14,191618
sdv-id-JHzVnR,Good,Yes,4493008,14,81,,Cashflows,Fresh,Others,Society,V,Washington,West Heatherside,Managing Trustee,Trustee,866,-1,RURAL,16,33309748
sdv-id-toxxJT,Bad,No,714817,14,51,11614408.56,Cashflows,Fresh,Others,Society,O,Iowa,New Angela,President,President,43,64,SEMIU,7,2345941
sdv-id-HwWEie,Good,No,158190,14,52,9526323.544,Cashflows,Fresh,Others,Trust,V,Alaska,Spencerland,President,Secretary,866,-1,SEMIU,11,28363
sdv-id-PTmguU,Bad,No,8617,14,16,,Cashflows,Fresh,Secured,Society,A,Tennessee,South Paula,Others,Secretary,866,862,URBAN,11,14312766
sdv-id-NTPUXa,Bad,No,82117,14,66,,Cashflows,Fresh,Others,Trust,J,North Carolina,Tracistad,Managing Trustee,Managing Director,210,862,SEMIU,11,33473384
sdv-id-AEZCax,Bad,No,2160757,14,55,,Cashflows,Fresh,Unsecured,Trust,D,California,East Lindsay,Secretary,President,503,862,RURAL,19,14027796
sdv-id-ZafwRg,Bad,Yes,1829190,14,73,,Cashflows,Top Up,Secured,Trust,S,Connecticut,South Kimberlyshire,Correspondent,Managing Director,866,862,URBAN,14,9911921
sdv-id-MwAlLA,Good,Yes,3560067,14,55,,Finance Ledgers,Fresh,Secured,Trust,I,Louisiana,West Danielfurt,President,Chairman,866,809,RURAL,20,5121875
sdv-id-AvBYsq,Good,Yes,3024381,14,74,,Cashflows,Fresh,Unsecured,Society,E,New Jersey,Lake Jesusville,Correspondent,President,866,-1,SEMIU,7,828913
sdv-id-dnnGvj,Bad,Yes,243195,14,49,,Finance Ledgers,Fresh,Unsecured,Trust,_,North Carolina,East Shannon,President,Secretary,866,862,RURAL,3,12598678
sdv-id-xLKaoA,Bad,Yes,1696499,14,93,13197305.86,Finance Ledgers,Fresh,Others,Trust,^,New York,Richardton,Secretary,Secretary,866,862,SEMIU,1,5114877
sdv-id-yNYMXn,Good,No,1325904,14,63,,Finance Ledgers,Fresh,Unsecured,Society,X,Connecticut,North Mariahaven,President,Treasurer,866,862,SEMIU,17,44361999
sdv-id-UJWumZ,Bad,No,5937695,14,93,32082873.85,Cashflows,Fresh,Unsecured,Society,^,Nebraska,Antoniohaven,President,Secretary,866,862,RURAL,2,17124801
sdv-id-SLhvwj,Good,No,4726530,14,44,26701439.98,Cashflows,Fresh,Unsecured,Trust,^,Georgia,Emilyshire,Others,Secretary,866,832,RURAL,6,19673538
sdv-id-jQmShd,Bad,Yes,171536,14,31,24631248.36,Finance Ledgers,Fresh,Others,Trust,D,Utah,Heathertown,Secretary,Director,866,862,SEMIU,12,1366208
sdv-id-fDLEqW,Bad,No,523480,14,53,,Cashflows,Top Up,Unsecured,Society,_,Utah,Kathyhaven,Secretary,Trustee,866,862,SEMIU,29,2281102
sdv-id-cnkPRI,Bad,Yes,1375087,14,70,19681969.84,Cashflows,Fresh,Unsecured,Society,G,Arizona,North Michellemouth,Chairman,Treasurer,866,862,SEMIU,13,9458807
sdv-id-xLmnkw,Bad,No,185809,14,71,28838889.61,Cashflows,Fresh,Unsecured,Society,B,Louisiana,New Michael,President,Others,866,862,URBAN,13,569919
sdv-id-zmDzOP,Good,Yes,7223,14,29,,Cashflows,Fresh,Secured,Society,^,West Virginia,East Tammychester,Chairman,Trustee,866,6,RURAL,2,371524
sdv-id-sYELEv,Bad,No,1040794,14,41,,Finance Ledgers,Fresh,Unsecured,Trust,D,West Virginia,Harrischester,Secretary,Member,866,862,RURAL,24,27357490
sdv-id-ZNSGAd,Bad,Yes,937655,14,52,,Cashflows,Fresh,Others,Society,I,Hawaii,South Troyburgh,Secretary,President,790,449,URBAN,6,9602696
sdv-id-twKoxk,Good,No,1077456,14,83,,Cashflows,Fresh,Others,Society,T,Vermont,New Michele,President,Others,589,226,URBAN,2,223967
sdv-id-YKGUmp,Bad,No,827075,14,41,,Cashflows,Top Up,Unsecured,Society,P,Montana,Allisonfurt,Others,Member,25,862,URBAN,20,5259413
sdv-id-LFyVKm,Good,No,12403,14,36,,Average Bank Balance,Fresh,Unsecured,Society,^,Idaho,Jamesmouth,Managing Trustee,Managing Director,866,862,URBAN,35,661266
sdv-id-mvLttS,Bad,Yes,320256,14,36,26217517.44,Finance Ledgers,Fresh,Secured,Trust,_,Oklahoma,East Melissa,Vice President,Managing Director,866,862,RURAL,12,12796411
sdv-id-CvgySh,Good,No,1559753,14,58,,Cashflows,Fresh,Unsecured,Trust,_,South Dakota,North Sarah,Chairman,Treasurer,866,862,SEMIU,19,12897975
sdv-id-FllIrb,Bad,Yes,171815,14,78,,Finance Ledgers,Fresh,Secured,Society,F,Delaware,Obrienside,Managing Trustee,Others,866,-1,SEMIU,8,1154492
sdv-id-gwyqFr,Good,No,3732159,14,86,18407241.85,Cashflows,Top Up,Others,Society,H,South Dakota,New Rosemouth,Managing Trustee,Secretary,866,-1,SEMIU,11,4409188
sdv-id-QdGKMo,Bad,No,1206177,14,49,,Finance Audits,Fresh,Others,Society,C,Connecticut,New Kelly,Managing Trustee,Member,866,862,SEMIU,1,3023566
sdv-id-PJSrNl,Good,No,1004680,14,65,19763477.91,Finance Ledgers,Fresh,Unsecured,Society,b,Kansas,Stevenbury,President,Secretary,866,-1,RURAL,14,771841
sdv-id-PCRNtL,Bad,Yes,2909225,14,80,,Finance Audits,Fresh,Others,Society,O,Indiana,New Brandon,President,Treasurer,365,246,RURAL,7,7999284
sdv-id-DxzrBH,Bad,Yes,2551710,14,75,,Finance Ledgers,Fresh,Unsecured,Society,Z,Wisconsin,Lake Brandi,President,Treasurer,866,862,URBAN,6,8346176
sdv-id-tWFbCH,Bad,Yes,20267,14,29,22457512.11,Cashflows,Fresh,Others,Trust,T,Nebraska,Gibbsfort,Correspondent,Member,862,843,RURAL,8,5327938
sdv-id-WcBMXx,Bad,No,598720,14,65,,Cashflows,Fresh,Unsecured,Society,G,Oklahoma,North Nancy,Secretary,Managing Director,866,862,RURAL,5,10019056
sdv-id-iDZiFe,Bad,No,8314427,14,69,,Cashflows,Fresh,Others,Society,D,Hawaii,East Darrellville,Secretary,Trustee,866,862,RURAL,9,37262489
sdv-id-pvEaNg,Bad,No,8379494,14,78,,Cashflows,Fresh,Secured,Society,V,Texas,Shellyville,Secretary,President,855,862,RURAL,5,36512522
sdv-id-YSyanD,Good,Yes,28746,14,36,,Cashflows,Fresh,Unsecured,Society,A,Oregon,Hunterfurt,Others,Others,866,862,URBAN,10,2342590
sdv-id-TzFrko,Bad,No,47337,14,32,,Finance Ledgers,Fresh,Secured,Trust,E,Oregon,Guerraburgh,Secretary,Treasurer,91,859,SEMIU,12,12124778
sdv-id-FNKIBg,Good,Yes,164049,14,37,,Cashflows,Fresh,Others,Society,V,Tennessee,Kaneview,Chairman,Director,5,862,RURAL,15,7497466
sdv-id-LfbOzy,Good,No,10272771,14,114,,Cashflows,Top Up,Others,Society,F,Mississippi,North Caitlin,Managing Trustee,Secretary,866,862,RURAL,17,18171814
sdv-id-Ixycui,Good,No,217119,14,38,,Cashflows,Top Up,Unsecured,Trust,O,Idaho,South David,Correspondent,Trustee,866,862,RURAL,13,3277264
sdv-id-XWHqUB,Good,No,112191,14,51,,Finance Ledgers,Fresh,Unsecured,Society,],North Carolina,East Erikaborough,Managing Trustee,Managing Director,866,632,URBAN,9,7414330
sdv-id-QXgxEe,Bad,Yes,142547,14,28,48859801.67,Finance Audits,Fresh,Others,Society,O,New Mexico,Lake Marktown,President,Secretary,866,862,RURAL,17,6320543
sdv-id-IAcHKG,Good,No,1764524,14,40,,Finance Audits,Fresh,Others,Society,E,New York,Lake Sethborough,Secretary,Secretary,852,862,URBAN,5,17987379
sdv-id-EzrKHV,Bad,No,9344,14,44,2773678.601,Average Bank Balance,Fresh,Unsecured,Society,I,Montana,South Kellytown,President,Member,866,-1,RURAL,7,103352
sdv-id-HwtHgk,Bad,No,4270157,14,79,29066360.83,Finance Ledgers,Fresh,Others,Trust,H,Kentucky,Hartton,Secretary,Trustee,866,862,URBAN,3,19331515
sdv-id-DXswrQ,Good,No,70669,14,40,11240418.27,Finance Ledgers,Fresh,Others,Society,[,Iowa,Melindaborough,Managing Trustee,Secretary,866,862,URBAN,4,8697198
sdv-id-EJmoIL,Bad,Yes,873954,14,56,21229462.31,Cashflows,Fresh,Secured,Society,I,West Virginia,Jamesmouth,Others,Trustee,866,439,URBAN,14,23961297
sdv-id-ZsuMwk,Bad,No,83933,14,44,,Finance Ledgers,Fresh,Secured,Society,E,Wisconsin,Port Richard,President,Secretary,866,-1,RURAL,6,90075
sdv-id-lDOxjc,Good,No,2410543,14,51,,Cashflows,Fresh,Others,Trust,R,North Carolina,Ortizfort,Correspondent,Trustee,857,-1,URBAN,6,3327319
sdv-id-BoLvUT,Bad,No,5185767,14,75,,Cashflows,Fresh,Others,Trust,K,Connecticut,Wardberg,Secretary,Secretary,866,862,URBAN,18,6516100
sdv-id-kAMuGi,Bad,Yes,3216664,14,46,,Finance Ledgers,Fresh,Secured,Trust,V,Maryland,West Sandra,Member,Others,866,862,RURAL,12,73510059
sdv-id-SwLBRe,Bad,No,21685,14,25,10914265.51,Cashflows,Fresh,Unsecured,Society,E,Wisconsin,West Peter,President,Secretary,866,-1,SEMIU,3,208131
sdv-id-tkxlto,Bad,No,1055009,14,37,34628835.05,Cashflows,Fresh,Others,Trust,L,Kentucky,Tammychester,Others,Secretary,568,862,RURAL,18,13708834
sdv-id-zPxixA,Bad,Yes,1207263,14,92,20496007.55,Cashflows,Fresh,Unsecured,Society,Z,New York,Raymondside,Secretary,Secretary,712,862,RURAL,15,11395795
sdv-id-ncSDTd,Good,No,46962,14,42,,Cashflows,Fresh,Others,Society,V,West Virginia,South Ryanland,Secretary,Treasurer,866,862,SEMIU,6,4775051
sdv-id-WTNTKH,Bad,No,1764254,14,54,,Cashflows,Fresh,Others,Trust,S,California,West Henryberg,Chairman,Chairman,866,862,URBAN,11,24203767
sdv-id-qkZjSf,Good,Yes,2620433,14,57,10487923.83,Cashflows,Fresh,Unsecured,Trust,D,Massachusetts,Kennedychester,Secretary,President,279,-1,SEMIU,8,8694429
sdv-id-wFnARA,Good,Yes,2900676,14,64,,Finance Ledgers,Fresh,Others,Trust,F,Delaware,Lake Carrieside,Secretary,Member,866,862,RURAL,1,17961097
sdv-id-BEJVmc,Bad,Yes,1399389,14,70,,Finance Ledgers,Fresh,Others,Society,Z,Missouri,Williamsstad,Secretary,Secretary,866,862,RURAL,21,8047784
sdv-id-ILTqio,Bad,No,121936,14,62,,Cashflows,Fresh,Secured,Society,[,Hawaii,Russellmouth,Secretary,President,866,3,SEMIU,5,86246
sdv-id-STOFgg,Good,No,26647,14,38,,Cashflows,Fresh,Unsecured,Society,I,Kentucky,Coxton,President,President,866,819,SEMIU,3,1047384
sdv-id-FHJYUr,Bad,Yes,4911248,14,65,,Finance Ledgers,Fresh,Others,Trust,b,Texas,South Kevin,Others,Secretary,866,862,SEMIU,36,10555089
sdv-id-wXOPSU,Bad,No,150964,14,26,41259011.24,Finance Ledgers,Top Up,Unsecured,Trust,Z,New York,East Rachel,President,Managing Director,866,862,SEMIU,12,3430010
sdv-id-lHhDcY,Good,No,626285,14,58,19174862.83,Cashflows,Fresh,Others,Society,b,Nebraska,East Veronicahaven,President,Trustee,866,862,SEMIU,25,9609466
sdv-id-AOoSbx,Good,Yes,610956,14,51,,Finance Ledgers,Fresh,Unsecured,Trust,[,Connecticut,Matthewland,Others,,866,1,URBAN,12,9415786
sdv-id-mHsGWS,Good,No,6239929,14,73,,Finance Ledgers,Fresh,Others,Trust,P,Minnesota,New Andrew,Secretary,Committee member,866,459,RURAL,13,43044135
sdv-id-YDHtGF,Bad,Yes,145233,14,32,,Cashflows,Fresh,Unsecured,Society,X,Montana,North Betty,Secretary,President,-1,-1,RURAL,18,448935
sdv-id-ncSXRS,Good,No,558673,14,47,,Cashflows,Fresh,Unsecured,Society,Q,Virginia,Robertsstad,Vice President,Trustee,43,25,SEMIU,3,2059062
sdv-id-sVrotF,Bad,Yes,1444368,14,66,26102473.39,Cashflows,Top Up,Others,Society,P,Oklahoma,Markshire,President,Member,866,862,SEMIU,15,13479180
sdv-id-iUvItx,Good,No,1466525,14,26,7144181.503,Finance Ledgers,Fresh,Others,Society,V,Colorado,Port James,Chairman,Vice President,843,862,URBAN,24,33862878
sdv-id-phdjWV,Bad,No,12625,14,25,,Finance Ledgers,Fresh,Secured,Trust,E,Pennsylvania,Matthewstad,Secretary,Treasurer,866,-1,SEMIU,6,694118
sdv-id-THgPUJ,Good,No,1953893,14,64,,Cashflows,Fresh,Secured,Trust,V,Maryland,North Ashleychester,Chairman,Vice President,866,236,SEMIU,18,56650208
sdv-id-HCidSw,Good,No,3436824,14,72,,Cashflows,Top Up,Others,Society,F,Vermont,Wilsonside,Trustee,Trustee,131,862,URBAN,11,40168109
sdv-id-EiDtEk,Good,No,6805987,14,83,38115330.67,Finance Ledgers,Fresh,Others,Society,G,Colorado,Rodriguezbury,Chairman,Others,866,862,URBAN,14,13573266
sdv-id-oeGZNz,Good,No,132196,14,44,,Cashflows,Fresh,Others,Society,S,Louisiana,Nealfurt,President,Member,756,582,SEMIU,13,2479121
sdv-id-NMHkkM,Bad,No,325085,14,41,,Cashflows,Fresh,Unsecured,Society,E,Alaska,Mariahland,Others,Secretary,866,862,RURAL,2,6591904
sdv-id-nopbCz,Good,Yes,2253583,14,78,,Finance Ledgers,Fresh,Others,Society,F,Wisconsin,Port Nicole,Managing Director,Treasurer,814,862,RURAL,10,3954090
sdv-id-cdjSDe,Bad,No,423690,14,53,,Cashflows,Fresh,Secured,Society,F,Missouri,Changport,Managing Director,Treasurer,808,-1,RURAL,13,17694814
sdv-id-sDFawT,Bad,No,316215,14,55,,Finance Ledgers,Fresh,Secured,Society,K,Minnesota,New Ashleyland,Secretary,Member,866,862,SEMIU,8,991052
sdv-id-mwytUH,Bad,No,57802,14,13,25885407.92,Cashflows,Fresh,Secured,Society,A,Arizona,Wendychester,President,Member,370,-1,RURAL,11,7296059
sdv-id-XEhKMT,Bad,No,2240012,14,59,,Cashflows,Fresh,Unsecured,Society,C,New York,Lake Danielle,Others,Secretary,866,36,SEMIU,11,9148879
sdv-id-CyETGj,Good,No,2342051,14,76,,Finance Ledgers,Fresh,Others,Society,X,Nebraska,New Tinafurt,President,President,866,862,RURAL,7,21568180
sdv-id-nIryWx,Bad,Yes,2867925,14,60,19197879.78,Cashflows,Top Up,Others,Trust,Y,Oregon,Longchester,President,Secretary,1,862,URBAN,13,2710859
sdv-id-jMlTNp,Bad,No,380784,14,54,,Cashflows,Fresh,Others,Trust,A,Tennessee,Port Georgeville,Correspondent,Treasurer,865,862,RURAL,1,4138844
sdv-id-BIHvkp,Good,No,2296902,14,45,11238897.46,Finance Ledgers,Fresh,Unsecured,Trust,Q,Idaho,Jonesfort,Secretary,Treasurer,866,862,RURAL,4,1128831
sdv-id-TltYoR,Bad,No,2472944,14,77,,Finance Ledgers,Fresh,Others,Society,[,Louisiana,North Johnton,Others,President,866,-1,RURAL,8,1161633
sdv-id-PvVXYU,Bad,No,534585,14,39,,Cashflows,Fresh,Unsecured,Society,E,Maine,South Anitaberg,President,Member,-1,862,RURAL,2,12477962
sdv-id-gyuiGT,Bad,Yes,1458880,14,88,,Cashflows,Fresh,Others,Society,P,Arizona,Port Juanfurt,Secretary,Vice President,866,577,SEMIU,19,8287976
sdv-id-htxukY,Good,Yes,1220856,14,59,9579554.006,Cashflows,Fresh,Others,Society,[,California,North Theresaville,Secretary,Trustee,866,862,RURAL,9,7638121
sdv-id-ZtAlhm,Bad,Yes,2473572,14,52,,Cashflows,Fresh,Unsecured,Trust,E,Arizona,South Adam,Others,Member,866,94,SEMIU,2,2778835
sdv-id-sDLLcv,Good,No,6397582,14,80,21277056.17,Finance Ledgers,Fresh,Others,Society,K,Illinois,Carmenchester,Secretary,Trustee,866,862,URBAN,23,61746943
sdv-id-UFkLpy,Bad,No,664405,14,44,11672219.18,Cashflows,Top Up,Secured,Society,E,Illinois,Lake Jennifer,President,President,866,862,URBAN,8,8169746
sdv-id-joEITE,Good,Yes,9701330,14,102,10106123.23,Finance Audits,Fresh,Others,Society,E,Indiana,Haileyhaven,Secretary,Others,866,862,SEMIU,7,4278822
sdv-id-zKJkim,Good,Yes,104069,14,39,,Cashflows,Fresh,Unsecured,Society,A,Minnesota,Barajasmouth,President,Member,864,-1,SEMIU,8,764459
sdv-id-UpHfnS,Good,Yes,10335,14,63,,Cashflows,Fresh,Unsecured,Society,E,South Dakota,Ambermouth,President,Treasurer,738,862,URBAN,4,680148
sdv-id-rhgHth,Good,No,10860455,14,102,,Finance Ledgers,Fresh,Others,Trust,R,Kansas,Valenzuelaborough,Secretary,Treasurer,866,862,RURAL,10,25691099
sdv-id-knHqqI,Good,Yes,711836,14,37,,Cashflows,Fresh,Unsecured,Trust,I,Washington,Perezfurt,Secretary,Secretary,713,862,RURAL,11,6812602
sdv-id-spJupN,Good,No,77179,14,26,,Finance Ledgers,Fresh,Others,Trust,I,Minnesota,Haleyport,Others,President,834,862,RURAL,14,6523493
sdv-id-YpDWzn,Bad,No,5336690,14,62,,Finance Ledgers,Fresh,Others,Trust,O,Georgia,Perkinsmouth,Vice President,Correspondent,866,779,SEMIU,16,21003214
sdv-id-YriSAZ,Bad,No,205653,14,51,,Cashflows,Fresh,Secured,Trust,S,Iowa,South Daniel,President,Managing Director,866,862,RURAL,2,314091
sdv-id-atslaM,Bad,Yes,128948,14,35,,Cashflows,Top Up,Others,Trust,F,Illinois,Lake Madelineburgh,Correspondent,Secretary,9,862,SEMIU,4,1776803
sdv-id-PfhRXF,Bad,No,5100376,14,84,7464120.15,Cashflows,Top Up,Others,Trust,O,Idaho,Davisland,President,Others,866,862,RURAL,26,21510868
sdv-id-sMTyVP,Bad,No,35673,14,37,,Cashflows,Fresh,Others,Society,\,Virginia,New Petertown,Secretary,Secretary,842,-1,RURAL,16,1459180
sdv-id-smaZcU,Good,No,9433638,14,87,,Finance Ledgers,Fresh,Unsecured,Society,B,Wisconsin,West Bryantown,Treasurer,President,866,862,SEMIU,45,66054431
sdv-id-gqWSlI,Bad,Yes,608021,14,73,12894365.41,Finance Ledgers,Fresh,Secured,Trust,Z,Oklahoma,East Joseph,Secretary,Member,866,862,RURAL,20,1700420
sdv-id-TVNGHy,Good,No,10732997,14,114,,Bank Credits,Top Up,Others,Trust,D,Florida,Lake Kelly,Director,President,866,862,RURAL,4,20327181
sdv-id-zPQyIU,Bad,No,1516536,14,48,26182272.3,Cashflows,Fresh,Secured,Society,L,Connecticut,Johnfurt,Secretary,Secretary,866,862,URBAN,40,18167157
sdv-id-VHpDsJ,Bad,No,346356,14,67,2583019.367,Finance Ledgers,Fresh,Unsecured,Society,\,New Mexico,North Scottton,President,Secretary,866,862,URBAN,17,7947765
sdv-id-YoBHWi,Bad,No,3895311,14,77,,Finance Audits,Fresh,Others,Society,G,Washington,Matthewshire,Secretary,Treasurer,2,849,URBAN,9,6432025
sdv-id-rYtVJv,Bad,No,799566,14,45,,Cashflows,Fresh,Unsecured,Society,b,Vermont,North Anthony,Managing Trustee,Treasurer,866,232,SEMIU,7,2796698
sdv-id-YwgMxH,Good,No,2215209,14,76,,Cashflows,Fresh,Others,Trust,F,North Carolina,North Susanland,President,Managing Director,866,862,URBAN,25,31481302
sdv-id-bBNpHT,Good,No,494285,14,56,,Cashflows,Fresh,Unsecured,Trust,B,South Carolina,South Kelsey,Chairman,Others,12,862,SEMIU,11,3452324
sdv-id-fufdrH,Good,No,235654,14,54,8845164.156,Cashflows,Fresh,Unsecured,Trust,e,Arizona,East Steven,Secretary,Member,2,862,RURAL,5,780093
sdv-id-hIXZWU,Bad,No,250613,14,35,,Finance Ledgers,Fresh,Unsecured,Society,R,New Mexico,Carriemouth,President,Secretary,866,862,SEMIU,7,2131217
